Prim num,surface_type,id,N[0],N[1],N[2],child_srf,parent_index,pgon_id,irr_kwh_yr,CTR[0],CTR[1],CTR[2],area,
0,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.851206123829,0.524831354618,-0.000367399217794,0,0,RCID_da6f61c7-4da9-47cd-8664-8b24f45a13d2,382.059661865,88936.8515625,440455.96875,-3.18894052505,8.97534370422,
1,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.848576545715,0.529071509838,-0.00111866090447,1,0,RCID_da6f61c7-4da9-47cd-8664-8b24f45a13d2,323.657562256,88935.1953125,440458.625,-2.84259343147,8.94798946381,
2,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.851213097572,0.524820208549,-7.48897655285e-05,2,0,RCID_da6f61c7-4da9-47cd-8664-8b24f45a13d2,295.804229736,88933.6953125,440461.03125,-2.79816913605,8.15001106262,
3,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.849585473537,0.527451038361,0.0,3,0,RCID_da6f61c7-4da9-47cd-8664-8b24f45a13d2,299.797546387,88936.3671875,440456.75,-4.38860845566,0.0382506512105,
4,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.842242896557,0.520599901676,0.140009894967,4,0,RCID_da6f61c7-4da9-47cd-8664-8b24f45a13d2,263.059112549,88935.1875,440458.65625,-4.37121677399,0.176845490932,
5,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.847873449326,0.524147987366,0.0798722058535,5,0,RCID_da6f61c7-4da9-47cd-8664-8b24f45a13d2,241.994430542,88933.6875,440461.0625,-4.34912824631,0.279496282339,
6,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.85478758812,0.518978178501,0.0,0,0,RCID_4de142a0-d9b2-4a70-8643-cf183ebbf8cd,302.792510986,88938.0625,440454.0625,-2.91361761093,5.32696676254,
7,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.0,1.0,0.0,1,0,RCID_4de142a0-d9b2-4a70-8643-cf183ebbf8cd,182.394317627,88937.59375,440454.8125,-2.9066593647,0.0466809645295,
8,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.846939265728,0.53168964386,0.0,0,0,RCID_37d4be0c-db92-4296-93db-1868b5360019,270.546569824,88932.546875,440462.875,-2.75733327866,4.95949363708,
9,Wall,B-1_2_LoD0_LoD1_LoD2_563,0.846939325333,0.531689703465,0.0,1,0,RCID_37d4be0c-db92-4296-93db-1868b5360019,170.614059448,88932.546875,440462.875,-4.3256278038,0.248468905687,
