Prim num,surface_type,id,N[0],N[1],N[2],child_srf,parent_index,pgon_id,irr_kwh_yr,CTR[0],CTR[1],CTR[2],area,
0,Roof,B-1_2_LoD0_LoD1_LoD2_424,-0.141693010926,-0.0872537270188,0.986057758331,0,0,RCID_2d7fcfec-9284-4cbf-b562-c0b7c60004e8,1357.52478027,90590.1875,441258.34375,-2.60974645615,8.94836902618,
1,Roof,B-1_2_LoD0_LoD1_LoD2_424,-0.142237782478,-0.0875400230289,0.985953986645,1,0,RCID_2d7fcfec-9284-4cbf-b562-c0b7c60004e8,1330.76965332,90588.6875,441260.8125,-2.60619974136,8.44998931885,
2,Roof,B-1_2_LoD0_LoD1_LoD2_424,-0.142260119319,-0.0877742767334,0.985929906368,2,0,RCID_2d7fcfec-9284-4cbf-b562-c0b7c60004e8,1356.8260498,90591.65625,441259.25,-2.31872081757,1.45330953598,
3,Roof,B-1_2_LoD0_LoD1_LoD2_424,-0.141083881259,-0.0871617943048,0.986153185368,3,0,RCID_2d7fcfec-9284-4cbf-b562-c0b7c60004e8,1330.47009277,90590.15625,441261.6875,-2.31552696228,1.35308754444,
4,Wall,B-1_2_LoD0_LoD1_LoD2_424,0.851480007172,0.524387121201,0.0,0,1,RCID_f4957442-c3bd-49e8-8429-e4a160072caf,460.228668213,90593.640625,441260.4375,-3.81495904922,6.89948129654,
5,Wall,B-1_2_LoD0_LoD1_LoD2_424,0.853555679321,0.521001577377,0.0,1,1,RCID_f4957442-c3bd-49e8-8429-e4a160072caf,468.015625,90592.109375,441262.9375,-3.81548762321,6.46005773544,
6,Wall,B-1_2_LoD0_LoD1_LoD2_424,0.521766602993,-0.853088319302,-0.0,0,2,RCID_417d1b38-7c4b-4f83-a675-814dcbd3b77b,0.0,90593.59375,441258.6875,-4.96127462387,4.56944944744e-05,
7,Wall,B-1_2_LoD0_LoD1_LoD2_424,0.528620004654,-0.848825335503,0.00751212472096,1,2,RCID_417d1b38-7c4b-4f83-a675-814dcbd3b77b,1039.1583252,90590.796875,441256.9375,-3.80362224579,5.94764757156,
8,Wall,B-1_2_LoD0_LoD1_LoD2_424,0.516754508018,-0.856111824512,0.00610935874283,2,2,RCID_417d1b38-7c4b-4f83-a675-814dcbd3b77b,1034.66589355,90593.0546875,441258.34375,-3.45898675919,7.55314493179,
9,Wall,B-1_2_LoD0_LoD1_LoD2_424,-0.861365914345,-0.507985055447,0.0,0,3,RCID_f5bfd4d7-9325-497f-9172-cfc0fb28ee15,944.417175293,90588.9609375,441257.46875,-3.91247010231,5.93557882309,
10,Wall,B-1_2_LoD0_LoD1_LoD2_424,-0.857262194157,-0.514880001545,0.0,1,3,RCID_f5bfd4d7-9325-497f-9172-cfc0fb28ee15,943.618469238,90587.46875,441260.0,-3.91110754013,6.27800226212,
11,Wall,B-1_2_LoD0_LoD1_LoD2_424,-0.861365914345,-0.507984995842,-0.0,2,3,RCID_f5bfd4d7-9325-497f-9172-cfc0fb28ee15,963.684875488,90589.203125,441257.09375,-2.86414289474,4.31794396718e-05,
12,Wall,B-1_2_LoD0_LoD1_LoD2_424,-0.519860327244,0.854250848293,0.000808164477348,0,4,RCID_b443f2fc-4820-4dde-b8ed-dcc67cfcddc1,429.679870605,90590.2109375,441263.40625,-3.44525885582,6.34402799606,
13,Wall,B-1_2_LoD0_LoD1_LoD2_424,-0.516431868076,0.856328308582,0.0,1,4,RCID_b443f2fc-4820-4dde-b8ed-dcc67cfcddc1,422.791412354,90588.0,441262.0625,-3.78403186798,6.9810962677,
14,Roof,B-1_2_LoD0_LoD1_LoD2_424,0.155442580581,0.0949596837163,0.983270168304,0,5,RCID_ed34b23e-6ce8-4b5c-8a40-2e4523661c75,1175.62976074,90592.78125,441259.78125,-2.47313117981,6.04113149643,
15,Roof,B-1_2_LoD0_LoD1_LoD2_424,0.155250355601,0.0954713225365,0.983251035213,1,5,RCID_ed34b23e-6ce8-4b5c-8a40-2e4523661c75,1203.38317871,90591.265625,441262.25,-2.47369194031,6.39706277847,
