Prim num,surface_type,id,N[0],N[1],N[2],child_srf,parent_index,pgon_id,irr_kwh_yr,CTR[0],CTR[1],CTR[2],area,
0,Roof,B-1_2_LoD0_LoD1_LoD2_20,-0.00122384086717,-0.00103874993511,0.999998688698,0,0,RCID_5c289bf3-8b1d-45c0-98df-e0c5992ac98c,1243.01672363,89133.203125,443427.15625,1.39402735233,2.7980992794,
1,Roof,B-1_2_LoD0_LoD1_LoD2_20,-0.000935612246394,-0.000734834757168,0.999999284744,1,0,RCID_5c289bf3-8b1d-45c0-98df-e0c5992ac98c,1253.09985352,89130.8046875,443430.4375,1.39458537102,0.0239257980138,
2,Roof,B-1_2_LoD0_LoD1_LoD2_20,-0.00100665469654,-0.00090060691582,0.99999910593,2,0,RCID_5c289bf3-8b1d-45c0-98df-e0c5992ac98c,1283.64868164,89131.8203125,443429.28125,1.39454770088,4.09387588501,
3,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.0185772422701,0.0167992878705,0.99968624115,0,1,RCID_6f294873-5c04-4c0d-9c98-adc5159e7874,1149.57336426,89135.1953125,443431.8125,1.43991458416,4.01187944412,
4,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.600835323334,0.395993053913,0.69439637661,0,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,789.676513672,89136.5625,443430.3125,0.424338102341,0.961082279682,
5,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.747796356678,0.479957133532,0.458739340305,1,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,748.745117188,89135.6328125,443427.34375,2.94333815575,0.0431553907692,
6,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.598330199718,0.387242287397,0.701458752155,2,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,861.056884766,89132.390625,443432.375,2.9445245266,0.0795725882053,
7,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.716780304909,0.459972560406,0.52407181263,3,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,772.205810547,89130.828125,443434.78125,2.94512867928,0.0689736157656,
8,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.606830358505,0.391838490963,0.691534101963,4,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,765.81652832,89134.015625,443429.84375,2.94391584396,0.0670636892319,
9,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.60672557354,0.391508340836,0.691812932491,5,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,825.117126465,89136.515625,443427.90625,1.85297346115,9.03760623932,
10,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.611662745476,0.392379879951,0.686954677105,6,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,841.190246582,89133.453125,443432.875,1.72040975094,8.02480316162,
11,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.609155654907,0.392533123493,0.689091563225,7,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,819.526428223,89131.7109375,443435.34375,1.84497368336,8.21022796631,
12,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.609608113766,0.399235546589,0.684827625751,8,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,824.717834473,89135.078125,443430.34375,1.72597146034,6.97115898132,
13,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.607489407063,0.393296808004,0.690126359463,9,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,833.203613281,89137.65625,443428.625,0.433769106865,2.78658771515,
14,Roof,B-1_2_LoD0_LoD1_LoD2_20,0.605302393436,0.392312526703,0.692603647709,10,2,RCID_9b2de884-5e0f-4182-b91d-986f55fffa1a,756.731750488,89134.140625,443434.0625,0.413437008858,1.93578255177,
