Prim num,surface_type,id,N[0],N[1],N[2],child_srf,parent_index,pgon_id,irr_kwh_yr,CTR[0],CTR[1],CTR[2],area,
0,Wall,B-1_2_LoD0_LoD1_LoD2_488,-0.540814757347,0.841137826443,0.00256325886585,0,0,RCID_9f27e29a-8473-4607-85dc-888eb684a4e1,317.068603516,88848.625,442678.8125,-3.77317857742,7.42920732498,
1,Wall,B-1_2_LoD0_LoD1_LoD2_488,-0.532314479351,0.846542954445,0.00251002120785,1,0,RCID_9f27e29a-8473-4607-85dc-888eb684a4e1,316.070251465,88846.921875,442677.71875,-3.76678466797,2.62619757652,
2,Wall,B-1_2_LoD0_LoD1_LoD2_488,0.83844357729,0.544988334179,0.0,0,1,RCID_f38b55ae-b5f9-48ba-a15c-285f9ec03beb,526.717224121,88850.765625,442678.28125,-2.50699186325,0.00145591562614,
3,Wall,B-1_2_LoD0_LoD1_LoD2_488,0.89442718029,0.447213590145,0.0,1,1,RCID_f38b55ae-b5f9-48ba-a15c-285f9ec03beb,520.527587891,88849.921875,442679.5625,-2.54458451271,5.11920297868e-05,
4,Wall,B-1_2_LoD0_LoD1_LoD2_488,0.839272975922,0.543707072735,0.00184622989036,2,1,RCID_f38b55ae-b5f9-48ba-a15c-285f9ec03beb,503.955413818,88850.765625,442678.25,-3.75795173645,7.40531587601,
5,Wall,B-1_2_LoD0_LoD1_LoD2_488,0.868230164051,0.496156066656,0.00235958746634,3,1,RCID_f38b55ae-b5f9-48ba-a15c-285f9ec03beb,478.797546387,88849.9375,442679.5625,-3.77675104141,0.3107432127,
6,Wall,B-1_2_LoD0_LoD1_LoD2_488,0.539055645466,-0.842269718647,0.00082837161608,0,2,RCID_a4079171-f6fb-4d14-ab9a-9de82d964b60,1119.22424316,88851.09375,442676.75,-3.73842120171,2.65256881714,
7,Wall,B-1_2_LoD0_LoD1_LoD2_488,0.799975752831,-0.600012660027,-0.00487497914582,1,2,RCID_a4079171-f6fb-4d14-ab9a-9de82d964b60,1074.69885254,88848.1171875,442674.84375,-3.29985809326,0.0500803478062,
8,Wall,B-1_2_LoD0_LoD1_LoD2_488,0.540814995766,-0.841137826443,-0.00248087244108,2,2,RCID_a4079171-f6fb-4d14-ab9a-9de82d964b60,1130.30566406,88849.390625,442675.65625,-3.73202395439,7.67592048645,
9,Wall,B-1_2_LoD0_LoD1_LoD2_488,-0.894427239895,-0.447213619947,-0.0,0,3,RCID_6ddc59b6-baef-4cad-995d-b4e413e039a9,951.006164551,88848.1171875,442674.875,-3.3013792038,0.0895908027887,
10,Wall,B-1_2_LoD0_LoD1_LoD2_488,-0.894427239895,-0.447213619947,0.0,1,3,RCID_6ddc59b6-baef-4cad-995d-b4e413e039a9,627.548217773,88846.4921875,442677.4375,-4.18024206161,0.0869473218918,
11,Wall,B-1_2_LoD0_LoD1_LoD2_488,-0.842711627483,-0.538357377052,0.00289533496834,2,3,RCID_6ddc59b6-baef-4cad-995d-b4e413e039a9,820.125488281,88847.296875,442676.15625,-3.74724435806,7.58898544312,
12,Roof,B-1_2_LoD0_LoD1_LoD2_488,-0.00755827501416,0.0237902514637,0.999688386917,0,4,RCID_99e639c1-4606-45a4-9280-caba4887028d,1278.95654297,88851.078125,442676.78125,-2.46856665611,0.0940238460898,
13,Roof,B-1_2_LoD0_LoD1_LoD2_488,0.00820423476398,0.0337469764054,0.99939674139,1,4,RCID_99e639c1-4606-45a4-9280-caba4887028d,1279.05627441,88847.546875,442675.75,-2.47152590752,0.0296809915453,
14,Roof,B-1_2_LoD0_LoD1_LoD2_488,-0.00763176195323,0.023927712813,0.99968457222,2,4,RCID_99e639c1-4606-45a4-9280-caba4887028d,1279.75512695,88848.546875,442677.0,-2.4934232235,9.02176761627,
15,Roof,B-1_2_LoD0_LoD1_LoD2_488,-0.00773467170075,0.0243110526353,0.99967455864,3,4,RCID_99e639c1-4606-45a4-9280-caba4887028d,1278.65698242,88850.2578125,442678.09375,-2.50664806366,3.13651919365,
16,Roof,B-1_2_LoD0_LoD1_LoD2_488,0.00817009713501,0.0282197538763,0.999568343163,4,4,RCID_99e639c1-4606-45a4-9280-caba4887028d,1278.65698242,88848.09375,442674.875,-2.44667339325,0.00146547635086,
17,Roof,B-1_2_LoD0_LoD1_LoD2_488,-0.00800586398691,0.0239120796323,0.99968200922,5,4,RCID_99e639c1-4606-45a4-9280-caba4887028d,1280.0546875,88849.375,442675.6875,-2.45606827736,0.221751332283,
