Prim num,surface_type,id,N[0],N[1],N[2],child_srf,parent_index,pgon_id,irr_kwh_yr,CTR[0],CTR[1],CTR[2],area,
0,Roof,B-1_2_LoD0_LoD1_LoD2_491,0.2380002141,0.160444125533,0.95792144537,0,0,RCID_bf58ed8b-6b2b-4d9d-a083-fb3b392cc359,1146.17907715,88898.1796875,442693.125,-1.54964804649,3.67732143402,
1,Roof,B-1_2_LoD0_LoD1_LoD2_491,0.174147501588,0.23768633604,0.95560336113,1,0,RCID_bf58ed8b-6b2b-4d9d-a083-fb3b392cc359,903.286132812,88897.2890625,442696.9375,-1.96761679649,0.000856049358845,
2,Roof,B-1_2_LoD0_LoD1_LoD2_491,0.178131505847,0.122092999518,0.976402878761,2,0,RCID_bf58ed8b-6b2b-4d9d-a083-fb3b392cc359,1168.84106445,88898.09375,442695.65625,-1.95155119896,0.122414819896,
3,Roof,B-1_2_LoD0_LoD1_LoD2_491,0.192974582314,0.133519694209,0.972076833248,3,0,RCID_bf58ed8b-6b2b-4d9d-a083-fb3b392cc359,1152.66821289,88899.25,442693.8125,-1.92835843563,0.0512353479862,
4,Roof,B-1_2_LoD0_LoD1_LoD2_491,0.251456618309,0.135635301471,0.958317697048,4,0,RCID_bf58ed8b-6b2b-4d9d-a083-fb3b392cc359,1173.33349609,88896.9375,442696.75,-1.84344387054,0.0219093263149,
5,Roof,B-1_2_LoD0_LoD1_LoD2_491,0.237151563168,0.159960135818,0.958212852478,5,0,RCID_bf58ed8b-6b2b-4d9d-a083-fb3b392cc359,1160.45507812,88896.875,442695.3125,-1.58421158791,7.71600532532,
6,Wall,B-1_2_LoD0_LoD1_LoD2_491,-0.522391676903,0.852301478386,-0.0262512098998,0,1,RCID_a7b9f194-4ee9-4ed2-be9a-90f15efc36ed,408.315673828,88895.0859375,442695.59375,-1.48282432556,0.483659178019,
7,Wall,B-1_2_LoD0_LoD1_LoD2_491,-0.517216682434,0.855853199959,-0.00150923733599,1,1,RCID_a7b9f194-4ee9-4ed2-be9a-90f15efc36ed,411.809814453,88896.453125,442696.46875,-2.92424178123,5.8235502243,
8,Wall,B-1_2_LoD0_LoD1_LoD2_491,-0.530829191208,0.847473919392,-0.00287940376438,2,1,RCID_a7b9f194-4ee9-4ed2-be9a-90f15efc36ed,417.200775146,88894.2734375,442695.0625,-2.93033885956,8.81856060028,
9,Wall,B-1_2_LoD0_LoD1_LoD2_491,-0.520462810993,0.853884339333,-0.0,3,1,RCID_a7b9f194-4ee9-4ed2-be9a-90f15efc36ed,416.501922607,88895.875,442696.09375,-1.56749892235,0.137160941958,
10,Wall,B-1_2_LoD0_LoD1_LoD2_491,0.849478662014,0.527622759342,-0.000590345123783,0,2,RCID_31941ec1-910b-40c3-b41e-3374ee2433cd,523.622436523,88898.8203125,442694.5,-3.30125379562,8.06434059143,
11,Wall,B-1_2_LoD0_LoD1_LoD2_491,0.849219381809,0.528040289879,0.0,1,2,RCID_31941ec1-910b-40c3-b41e-3374ee2433cd,545.78527832,88897.65625,442696.375,-1.96284520626,0.000586555339396,
12,Wall,B-1_2_LoD0_LoD1_LoD2_491,0.849761724472,0.527166962624,0.0,2,2,RCID_31941ec1-910b-40c3-b41e-3374ee2433cd,550.677062988,88898.5546875,442694.9375,-1.94484651089,0.000490034988616,
