Prim num,surface_type,id,N[0],N[1],N[2],child_srf,parent_index,pgon_id,irr_kwh_yr,CTR[0],CTR[1],CTR[2],area,
0,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.155950054526,-0.0979576483369,0.982895672321,0,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1391.96716309,90468.390625,441326.0625,-2.58115291595,5.51661348343,
1,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.144859999418,-0.143448323011,0.978998541832,1,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1619.48583984,90467.671875,441330.25,-2.27217817307,0.00066361867357,
2,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.163289487362,-0.102357037365,0.9812541008,2,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1394.36303711,90468.4765625,441328.96875,-2.27109527588,0.0664282217622,
3,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.321637302637,-0.205257877707,0.924347639084,3,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1423.01501465,90469.765625,441326.9375,-2.26938152313,0.00950839463621,
4,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.159880980849,-0.0922766327858,0.982813835144,4,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1377.09204102,90466.4140625,441329.4375,-2.55217051506,0.162962540984,
5,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.156212195754,-0.0986048057675,0.982789218426,5,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1381.38476562,90467.2265625,441328.15625,-2.55060482025,9.02122879028,
6,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.16074796021,-0.0935429260135,0.9825527668,6,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1379.28833008,90466.28125,441325.71875,-2.94543480873,0.0913215205073,
7,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.153658106923,-0.10470290482,0.982561230659,7,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1383.98046875,90464.625,441328.3125,-2.94763422012,0.0965350568295,
8,Roof,B-1_2_LoD0_LoD1_LoD2_372,-0.15749104321,-0.0997385829687,0.982470631599,8,0,RCID_e1fd0d4d-dce6-4add-9407-e57a31c18fce,1381.98388672,90465.4609375,441327.03125,-2.94647026062,3.81765317917,
9,Wall,B-1_2_LoD0_LoD1_LoD2_372,0.858190059662,0.513331711292,-0.000595354125835,0,1,RCID_3a51fc3e-3f33-4cbe-9fef-835914654c66,476.701049805,90472.15625,441328.125,-3.91345500946,6.56128787994,
10,Wall,B-1_2_LoD0_LoD1_LoD2_372,0.858259499073,0.513215959072,0.0,1,1,RCID_3a51fc3e-3f33-4cbe-9fef-835914654c66,531.309509277,90470.703125,441330.53125,-2.83084964752,0.00050139054656,
11,Wall,B-1_2_LoD0_LoD1_LoD2_372,0.856791436672,0.515663087368,0.0,2,1,RCID_3a51fc3e-3f33-4cbe-9fef-835914654c66,522.524291992,90471.8984375,441328.5625,-2.8120238781,0.000189122831216,
12,Wall,B-1_2_LoD0_LoD1_LoD2_372,0.858249127865,0.513224124908,0.00306470692158,3,1,RCID_3a51fc3e-3f33-4cbe-9fef-835914654c66,500.760742188,90470.7109375,441330.53125,-3.92486000061,5.89498662949,
13,Wall,B-1_2_LoD0_LoD1_LoD2_372,0.537221431732,-0.843435406685,-0.00313910702243,0,2,RCID_89b2feea-0d2b-47d6-9721-964dd153ed8a,1108.94140625,90471.4921875,441325.84375,-3.48636984825,7.54566764832,
14,Wall,B-1_2_LoD0_LoD1_LoD2_372,0.535454034805,-0.844548225403,-0.00521585904062,1,2,RCID_89b2feea-0d2b-47d6-9721-964dd153ed8a,1090.97155762,90469.71875,441324.71875,-3.75382876396,4.21293926239,
15,Wall,B-1_2_LoD0_LoD1_LoD2_372,-0.852823197842,-0.522199690342,0.0,0,3,RCID_dda00340-3d1a-4031-b545-ac939f9e1af6,942.620178223,90468.3671875,441325.375,-3.83036804199,6.00992155075,
16,Wall,B-1_2_LoD0_LoD1_LoD2_372,-0.852823257446,-0.522199749947,0.0,1,3,RCID_dda00340-3d1a-4031-b545-ac939f9e1af6,974.966003418,90468.3671875,441325.375,-2.64185428619,7.71596314735e-05,
17,Wall,B-1_2_LoD0_LoD1_LoD2_372,0.513984978199,-0.857799232006,0.0,0,4,RCID_fcd7dfb6-7ddd-4271-bd08-f2bac8e3308e,950.606811523,90466.734375,441325.9375,-3.93577480316,4.87279272079,
18,Wall,B-1_2_LoD0_LoD1_LoD2_372,-0.841171860695,-0.540750622749,0.00432514725253,0,5,RCID_36222a23-54dd-4b4d-8dc5-d172e1b261db,1016.0970459,90465.6875,441325.40625,-4.04210090637,0.254554629326,
19,Wall,B-1_2_LoD0_LoD1_LoD2_372,-0.842359781265,-0.538898229599,0.00431413762271,1,5,RCID_36222a23-54dd-4b4d-8dc5-d172e1b261db,1021.18847656,90464.84375,441326.71875,-4.04294252396,5.82893276215,
20,Wall,B-1_2_LoD0_LoD1_LoD2_372,-0.52086520195,0.853488206863,-0.0160403326154,0,6,RCID_4c8642ae-57e6-41ea-ae2b-03c1300c0987,426.18572998,90467.8671875,441330.34375,-3.4914932251,7.77842950821,
