Prim num,surface_type,id,N[0],N[1],N[2],child_srf,parent_index,pgon_id,irr_kwh_yr,CTR[0],CTR[1],CTR[2],area,
0,Wall,B-1_2_LoD0_LoD1_LoD2_518,-0.493101447821,0.869971871376,0.0,0,0,RCID_a669564b-da60-498e-8742-5b9c609772eb,385.953155518,88945.015625,440247.5,1.50609993935,6.65431022644,
1,Wall,B-1_2_LoD0_LoD1_LoD2_518,-0.489395797253,0.872061669827,0.0,1,0,RCID_a669564b-da60-498e-8742-5b9c609772eb,354.106536865,88942.75,440246.25,-1.28345012665,7.74026441574,
2,Wall,B-1_2_LoD0_LoD1_LoD2_518,-0.489395856857,0.872061729431,0.0,2,0,RCID_a669564b-da60-498e-8742-5b9c609772eb,395.537078857,88942.75,440246.25,1.50609993935,9.00344753265,
3,Wall,B-1_2_LoD0_LoD1_LoD2_518,-0.493101418018,0.869971811771,0.0,3,0,RCID_a669564b-da60-498e-8742-5b9c609772eb,360.9949646,88945.015625,440247.5,-1.28345012665,5.72071075439,
4,Wall,B-1_2_LoD0_LoD1_LoD2_518,0.485339939594,-0.874325633049,0.0,0,1,RCID_8c4d3411-d5d5-4ff1-b89b-f552120512e4,901.788635254,88950.171875,440238.4375,-1.07299995422,6.56756210327,
5,Wall,B-1_2_LoD0_LoD1_LoD2_518,0.489395797253,-0.872061669827,0.0,1,1,RCID_8c4d3411-d5d5-4ff1-b89b-f552120512e4,1096.76184082,88947.90625,440237.15625,1.71655011177,7.74026441574,
6,Wall,B-1_2_LoD0_LoD1_LoD2_518,0.489395856857,-0.872061729431,0.0,2,1,RCID_8c4d3411-d5d5-4ff1-b89b-f552120512e4,1082.38598633,88947.90625,440237.15625,-1.07299995422,9.00344753265,
7,Wall,B-1_2_LoD0_LoD1_LoD2_518,0.485339909792,-0.874325573444,0.0,3,1,RCID_8c4d3411-d5d5-4ff1-b89b-f552120512e4,1109.83996582,88950.171875,440238.4375,1.71655011177,5.64613342285,
8,Wall,B-1_2_LoD0_LoD1_LoD2_518,-0.869244396687,-0.494382739067,0.0,0,2,RCID_950f59b3-dd2d-40c5-bd1a-617409d8d046,1.79698836803,88946.265625,440237.0625,-1.28344988823,3.70882439613,
9,Wall,B-1_2_LoD0_LoD1_LoD2_518,-0.866449296474,-0.499264985323,0.0,1,2,RCID_950f59b3-dd2d-40c5-bd1a-617409d8d046,0.698828816414,88942.1875,440244.1875,1.50609993935,8.87241744995,
